1913	4	13	32	132	236	6.8
1913	4	25	9.5	128.8	260	7.2
1913	5	8	-17	-174.5	173	6.9
1913	5	18	14.5	145.5	216	7
1913	5	30	-5	154	193	7.7
1913	6	4	-1.5	150	190	6.8
1913	6	14	43.5	25.5	359	6.8
1913	6	22	48	-178	16	7.2
1913	6	26	-20	-174	173	7.7
1913	7	28	-17	-74	114	7
1913	8	1	47.5	155.5	222	7.7
1913	8	6	-17	-74	114	7.8
1913	8	13	-5.5	105	276	7.3
1913	10	11	-7	148	207	7
1913	10	11	40	144	229	6.9
1913	10	12	40	144	229	6.6
1913	10	14	-19.5	169	186	7.6
1913	11	10	-18	169	186	7.2
1913	11	15	-23	171	189	7.1
1913	12	21	24.5	102	318	7.2
1914	1	12	31.6	130.6	235	6.7
1914	1	20	52.9	159.6	219	7.2
1914	1	30	-35	-73	134	7.5
1914	2	6	29.5	65	710	6.8
1914	2	7	41	143	224	6.8
1914	2	26	-18	-67	120	7.2
1914	3	14	39.5	140.4	227	7
1914	3	28	25	99	318	6.9
1914	3	30	17	-92	61	7.2
1914	4	11	-12	163	193	7.2
1914	5	26	-2	137	201	7.9
1914	5	28	9	-78	81	6.9
1914	6	20	-12	166	184	7
1914	6	25	-4.5	102.5	274	7.6
1914	7	4	29	128	234	6.9
1914	7	4	-5.5	129	280	7.1
1914	7	6	24	122	243	6.8
1914	8	4	43.5	91.5	332	7.2
1914	8	6	-6	123	280	6.7
1914	8	22	44	-129	30	6.8
1914	9	11	44	148	221	6.5
1914	10	3	16	-61	92	7.4
1914	10	3	37.5	32.5	366	7.1
1914	10	9	35	78	302	6.6
1914	10	11	12	94	703	7.2
1914	10	23	6	132.5	209	7.6
1914	11	22	-39	176	159	7
1914	11	24	22	143	213	7.9
1914	11	28	29	131	239	6.9
1915	1	5	-15	168	186	7.3
1915	1	5	25.1	123.3	245	7.3
1915	1	13	42	13.5	381	6.9
1915	2	25	-20	180	171	7.1
1915	2	28	23.6	123.5	246	7.7
1915	3	8	39	142	228	7
1915	3	12	12	124	251	6.6
1915	3	17	42.1	143.6	224	7.2
1915	4	23	-8	-68	113	6.9
1915	5	1	47.5	154.5	221	7.9
1915	5	6	39.5	-126.5	34	6.8
1915	5	8	-23	39	582	6.8
1915	6	1	78.5	8	643	6.8
1915	6	4	40	143.5	229	6.7
1915	6	6	-18.5	-68.5	124	7.3
1915	6	27	44	148	221	6.5
1915	7	31	54	162	218	7.5
1915	8	6	43	150.5	222	7.1
1915	8	12	-2.5	119.5	268	6.8
1915	9	7	14	-89	70	7.4
1915	9	11	5.5	123.5	259	6.8
1915	9	23	16	39	558	6.8
1915	10	3	40.5	-117.5	37	7.1
1915	10	8	32.8	139.1	211	7
1915	10	11	19	-67	89	6.8
1915	10	12	39	144	229	6.8
1915	11	1	38.3	142.9	228	7.5
1915	11	1	38	143	229	6.7
1915	11	1	38	143	229	7
1915	11	18	37.7	143.1	229	7
1915	11	21	32	-115	45	7.1
1915	12	3	29.5	91.5	306	7
1915	12	6	41	145	224	6.5
1915	12	17	42	79.5	330	6.5
1916	1	1	-4	154	193	7.7
1916	1	13	-3	136	201	7.3
1916	1	13	-3	135.5	196	7.6
1916	1	24	41	37	366	7.2
1916	1	25	45	144	224	6.9
1916	2	1	29.5	131.5	239	7.4
1916	2	6	45	151	221	6.7
1916	2	6	48.5	178.5	16	7.7
1916	2	27	12	-90	76	7.3
1916	3	18	41.5	144.5	224	6.6
1916	3	25	24	124	246	6.5
1916	4	7	-30	55	425	7.2
1916	4	14	32.5	142	211	6.6
1916	4	18	53.25	-170	9	7.4
1916	4	21	32.5	141.8	211	7
1916	4	24	18.5	-68	89	7
1916	4	24	11	-85	75	7.2
1916	4	26	10	-85	78	7.1
1916	6	2	17.5	-95	60	7
1916	6	21	-28.5	-63	132	7.4
1916	7	8	-18	180	182	7.1
1916	7	16	39.5	144	229	6.8
1916	7	27	4	96.5	706	7
1916	8	3	-4	144.5	200	7.1
1916	8	25	-21	-68	124	7
1916	8	27	37.2	141.1	228	6.8
1916	8	28	30	81	306	7.2
1916	8	28	23.9	120.5	244	7.2
1916	9	11	-9	113	282	7.1
1916	9	15	34.4	141.2	229	7.1
1916	10	3	-14	-74.5	116	7.1
1916	10	28	46	146	220	6.5
1916	10	31	45.4	154	222	7.6
1916	11	24	39.2	142.7	228	6.6
1916	11	30	19	-70	88	6.8
1917	1	4	21.9	120.9	244	6.5
1917	1	6	22	121	243	6.5
1917	1	24	31	114	664	6.5
1917	1	30	56.5	163	218	7.7
1917	2	15	-30	-73	134	6.8
1917	2	20	19.5	-78.5	85	7.2
1917	3	15	39.7	144.1	229	7.1
1917	4	21	37	70.5	717	7.1
1917	5	1	-29	-177	178	8
1917	5	31	54.5	-160	12	7.5
1917	6	24	-21	-174	173	6.6
1917	6	26	-15.5	-173	173	8.5
1917	7	4	25	123	245	7.2
1917	7	4	25	123	245	7.2
1917	7	27	19	-67.5	89	7
1917	7	27	-31	-70	127	6.9
1917	7	29	41	144	224	7
1917	7	29	-3.5	141	202	7.6
1917	7	30	29	104	307	7.3
1917	7	31	42	131	657	7.4
1917	8	30	-7.5	128	280	7.3
1917	8	31	4	-74	103	7.1
1917	11	4	4.8	96.8	706	7.1
1917	11	16	-29	-177.5	178	7.3
1917	12	29	15	-97	66	7.7
1918	1	30	45.447	136.741	661	7.4
1918	2	7	6.778	126.688	259	7.2
1918	2	13	23.54	117.243	242	7.2
1918	4	10	43.476	130.919	657	7
1918	4	21	33.812	-117.44	43	6.8
1918	5	20	7.341	-34.802	406	7.1
1918	5	20	-28.899	-71.893	135	7.6
1918	5	20	-2.341	152.973	190	6.7
1918	5	22	-17.47	-176.486	181	7.1
1918	5	23	27.753	-110.933	49	6.8
1918	5	25	-31.108	-92.109	683	6.6
1918	7	3	-3.471	143.217	200	7.2
1918	7	8	24.809	90.725	316	7.5
1918	7	25	36.2	142.3	229	6.7
1918	8	15	5.653	123.563	259	8.2
1918	8	15	5.232	125.886	259	6.9
1918	9	7	46.812	150.253	221	7.6
1918	9	22	-1.634	98.378	274	6.8
1918	9	22	45	150	221	6.7
1918	9	30	-23.363	171.469	189	6.8
1918	10	11	18.473	-67.631	89	7.3
1918	10	14	-20.902	-173.296	173	6.6
1918	10	27	-1.121	150.278	190	7.2
1918	11	3	-49.885	163.001	166	6.8
1918	11	8	43.816	152.775	222	7.5
1918	11	11	36.5	137.9	227	6.5
1918	11	18	-7.168	129.21	280	7.5
1918	11	23	-8.283	126.567	289	7.1
1918	12	4	-27.275	-73.464	121	7.5
1918	12	6	50.662	-122.964	23	6.8
1918	12	25	-7.073	152.652	192	6.8
1919	1	1	7.184	126.937	259	7.1
1919	1	1	-19.971	-177.914	181	7.7
1919	3	2	-41.401	-72.222	144	7.2
1919	3	2	-42.284	-76.452	143	7.1
1919	4	17	-30.924	-177.725	178	6.9
1919	4	17	14.039	-92.288	69	6.9
1919	4	30	-19.823	-172.215	174	8.2
1919	5	3	41.007	145.233	224	7.3
1919	5	6	-5.477	152.629	192	7.6
1919	6	1	27.074	123.315	245	7.1
1919	6	29	11.935	-88.289	76	6.8
1919	7	8	-9.834	37.343	573	6.8
1919	8	3	36	142.5	229	6.7
1919	8	18	-19.762	-178.108	181	7
1919	8	29	-2.682	127.493	270	7
1919	8	31	-15.88	167.337	186	7.3
1919	11	20	-12.675	166.434	184	6.8
1919	12	20	22.5	122.5	243	7.1
1919	12	20	23.536	121.212	244	7
1920	2	2	-6.474	151.685	192	7.6
1920	2	7	40.6	143	229	6.7
1920	2	22	47.25	146.238	220	7.1
1920	3	20	-35.697	-110.833	684	7
1920	4	11	47.5	153	221	6.9
1920	4	19	17.242	-97.19	60	6.8
1920	5	6	43	131.5	657	6.5
1920	5	12	34.83	139.476	230	6.8
1920	5	20	-12.339	166.527	184	6.8
1920	6	5	23.813	122.08	243	7.9
1920	8	3	5.881	127.691	248	6.8
1920	8	3	-27.308	-68.267	127	6.8
1920	8	15	-11.887	165.8	184	6.8
1920	9	16	41.6	142.1	224	6.5
1920	9	20	-19.919	168.53	186	7.8
1920	10	18	45.548	149.401	221	7.1
1920	12	10	-39.456	-74.988	134	7.2
1920	12	16	36.601	105.317	323	8.6
1920	12	19	37.3	141	228	6.8
1921	1	2	44.5	149.5	221	6.8
1921	2	4	15.411	-90.78	70	7.4
1921	2	19	-2.047	139.624	197	6.8
1921	2	27	-18.647	-173.185	173	7.1
1921	3	3	37.7	141.5	228	6.9
1921	3	28	13.356	-87.361	72	7.2
1921	3	30	-7.118	127.71	280	6.8
1921	4	1	1.665	98.66	706	6.8
1921	4	2	23	123	246	7.2
1921	5	20	35.62	70.76	718	6.8
1921	6	28	-39.421	177.351	160	6.8
1921	7	4	28.885	129.915	238	7.4
1921	9	11	-13.095	110.177	588	7.3
1921	9	13	-56.259	-28.622	153	7
1921	9	27	40.5	139	226	6.5
1921	10	12	45.3	148.6	221	6.6
1921	10	15	-12.694	167.03	184	6.8
1921	10	20	-20.06	-68.956	124	7.2
1921	11	11	7.897	127.257	248	7.3
1921	11	15	36.116	70.724	718	7.6
1921	12	8	36	140.2	228	7
1921	12	18	-4.043	-71.223	112	7.5
1922	1	6	-20.408	-76.389	121	7.1
1922	1	9	23.22	-45.931	403	7
1922	1	17	-6.482	-71.859	113	7.4
1922	1	22	37.5	141.5	228	6.5
1922	1	31	40.7	-125.553	34	7.3
1922	3	4	52.924	157.181	217	7.1
1922	3	10	-20.656	179.626	171	6.8
1922	3	28	-21.454	-68.13	124	7.1
1922	4	26	35.2	139.8	230	6.8
1922	5	15	40.3	144.2	229	6.5
1922	6	2	7.404	127.299	248	6.8
1922	6	12	23.198	-108.908	49	6.8
